STATION_ID,OBTAINED_DATE,SURFACE_TEMP,SURFACE_CONDITION
RTOI4,2/26/2019 14:50,18.32,Dry
RTOI4,2/26/2019 15:00,18.68,Dry
RTOI4,2/26/2019 15:20,19.58,Dry
RTOI4,2/26/2019 22:50,26.6,Dry
RTOI4,2/27/2019 5:30,20.66,Ice Watch
RTOI4,2/27/2019 6:00,20.48,Chemically Wet
RTOI4,2/27/2019 7:40,19.94,Ice Watch
RTOI4,2/27/2019 8:30,19.58,Ice Watch
RTOI4,2/27/2019 8:40,19.58,Ice Watch
RTOI4,2/27/2019 8:50,18.68,Ice Watch
RTOI4,2/27/2019 9:10,18.86,Chemically Wet
RTOI4,2/27/2019 9:20,18.68,Chemically Wet
RTOI4,2/27/2019 9:30,18.68,Chemically Wet
RTOI4,2/27/2019 9:40,18.32,Chemically Wet
RTOI4,2/27/2019 10:30,17.96,Ice Watch
RTOI4,2/27/2019 10:40,17.78,Ice Watch
RTOI4,2/27/2019 10:50,17.6,Chemically Wet
RTOI4,2/27/2019 11:00,17.42,Chemically Wet
RTOI4,2/27/2019 11:30,17.06,Chemically Wet
RTOI4,2/27/2019 11:40,17.24,Chemically Wet
RTOI4,2/27/2019 12:00,16.88,Chemically Wet
RTOI4,2/27/2019 12:10,16.7,Ice Watch
RTOI4,2/27/2019 12:20,16.34,Ice Watch
RTOI4,2/27/2019 12:30,16.52,Ice Watch
RTOI4,2/27/2019 12:40,16.34,Ice Watch
RTOI4,2/27/2019 12:50,16.34,Ice Watch
RTOI4,2/27/2019 13:10,15.98,Chemically Wet
RTOI4,2/27/2019 13:20,15.8,Chemically Wet
RTOI4,2/27/2019 13:30,15.98,Ice Watch
RTOI4,2/27/2019 13:40,16.52,Ice Watch
RTOI4,2/27/2019 14:00,17.42,Ice Watch
RTOI4,2/27/2019 14:10,18.14,Ice Watch
RTOI4,2/27/2019 14:20,18.68,Ice Watch
RTOI4,2/27/2019 14:30,19.04,Ice Watch
RTOI4,2/28/2019 1:10,18.86,Dry
RTOI4,2/28/2019 1:40,17.78,Dry
RTOI4,2/28/2019 2:50,15.8,Dry
RTOI4,2/28/2019 3:10,15.62,Dry
RTOI4,2/28/2019 4:50,15.8,Dry
RTOI4,2/28/2019 5:10,15.8,Dry
RTOI4,2/28/2019 5:20,15.98,Dry
RTOI4,2/28/2019 5:30,16.16,Dry
RTOI4,2/28/2019 7:00,17.06,Dry
RTOI4,2/28/2019 7:10,17.06,Dry
RTOI4,2/28/2019 7:20,16.88,Dry
RTOI4,2/28/2019 10:10,16.52,Dry
RTOI4,2/28/2019 11:20,17.06,Dry
RTOI4,2/28/2019 11:30,17.06,Dry
RTOI4,2/28/2019 12:40,16.52,Dry
RTOI4,2/28/2019 14:10,19.94,Dry
RTOI4,2/28/2019 16:00,28.58,Dry
RTOI4,3/1/2019 0:00,30.02,Dry
RTOI4,3/1/2019 1:50,26.6,Dry
RTOI4,3/1/2019 6:00,23,Dry
RTOI4,3/1/2019 7:20,19.94,Dry
RTOI4,3/1/2019 7:30,19.58,Dry
RTOI4,3/1/2019 8:00,19.04,Dry
RTOI4,3/1/2019 9:00,17.96,Dry
RTOI4,3/1/2019 9:10,17.96,Dry
RTOI4,3/1/2019 9:20,17.78,Dry
RTOI4,3/1/2019 10:20,17.78,Dry
RTOI4,3/1/2019 10:50,18.14,Ice Watch
RTOI4,3/1/2019 12:00,19.58,Ice Watch
RTOI4,3/1/2019 12:30,19.04,Ice Watch
RTOI4,3/1/2019 17:00,45.86,Dry
RTOI4,3/1/2019 22:10,41.36,Dry
RTOI4,3/2/2019 3:50,26.6,Dry
RTOI4,3/2/2019 5:30,21.92,Dry
RTOI4,3/2/2019 6:40,19.76,Dry
RTOI4,3/2/2019 7:40,17.96,Dry
RTOI4,3/2/2019 8:20,17.06,Dry
RTOI4,3/2/2019 9:40,15.8,Dry
RTOI4,3/2/2019 10:00,15.08,Dry
RTOI4,3/2/2019 10:20,14.36,Dry
RTOI4,3/2/2019 10:30,14.18,Dry
RTOI4,3/2/2019 11:10,14.9,Dry
RTOI4,3/2/2019 11:20,14.54,Dry
RTOI4,3/2/2019 11:40,14,Dry
RTOI4,3/2/2019 12:50,13.1,Dry
RTOI4,3/2/2019 13:00,13.1,Dry
RTOI4,3/2/2019 13:40,15.8,Dry
RTOI4,3/2/2019 14:00,17.42,Dry
RTOI4,3/2/2019 14:40,20.84,Dry
RTOI4,3/2/2019 19:40,41.36,Dry
RTOI4,3/3/2019 0:00,28.58,Dry
RTOI4,3/3/2019 1:30,24.44,Dry
RTOI4,3/3/2019 4:10,19.76,Dry
RTOI4,3/3/2019 5:50,17.42,Dry
RTOI4,3/3/2019 7:00,15.62,Dry
RTOI4,3/3/2019 8:40,13.82,Dry
RTOI4,3/3/2019 8:50,13.82,Dry
RTOI4,3/3/2019 9:10,13.1,Dry
RTOI4,3/3/2019 9:20,13.1,Dry
RTOI4,3/3/2019 9:30,12.38,Dry
RTOI4,3/3/2019 9:40,12.74,Dry
RTOI4,3/3/2019 10:00,12.02,Dry
RTOI4,3/3/2019 10:10,11.66,Dry
RTOI4,3/3/2019 10:30,11.12,Dry
RTOI4,3/3/2019 10:40,11.12,Dry
RTOI4,3/3/2019 10:50,11.12,Dry
RTOI4,3/3/2019 11:00,10.58,Dry
RTOI4,3/3/2019 11:10,10.58,Dry
RTOI4,3/3/2019 11:20,10.4,Dry
RTOI4,3/3/2019 11:30,10.4,Dry
RTOI4,3/3/2019 12:50,7.88,Dry
RTOI4,3/3/2019 13:00,8.24,Dry
RTOI4,3/3/2019 13:20,7.88,Dry
RTOI4,3/3/2019 13:40,8.96,Dry
RTOI4,3/3/2019 14:30,11.3,Dry
RTOI4,3/3/2019 14:40,12.74,Dry
RTOI4,3/3/2019 14:50,13.46,Dry
RTOI4,3/3/2019 15:00,13.64,Dry
RTOI4,3/3/2019 16:00,19.76,Dry
RTOI4,3/4/2019 0:00,15.8,Dry
RTOI4,3/4/2019 0:20,13.82,Dry
RTOI4,3/4/2019 0:30,12.92,Dry
RTOI4,3/4/2019 0:50,11.84,Dry
RTOI4,3/4/2019 2:00,8.78,Dry
RTOI4,3/4/2019 2:40,7.52,Dry
RTOI4,3/4/2019 3:00,6.98,Dry
RTOI4,3/4/2019 3:10,6.44,Dry
RTOI4,3/4/2019 3:20,6.26,Dry
RTOI4,3/4/2019 3:30,6.08,Dry
RTOI4,3/4/2019 3:40,5.9,Dry
RTOI4,3/4/2019 3:50,5.54,Dry
RTOI4,3/4/2019 4:00,5.54,Dry
RTOI4,3/4/2019 4:10,5.18,Dry
RTOI4,3/4/2019 4:20,5,Dry
RTOI4,3/4/2019 4:30,4.64,Dry
RTOI4,3/4/2019 4:40,4.46,Dry
RTOI4,3/4/2019 4:50,4.46,Dry
RTOI4,3/4/2019 5:00,4.28,Dry
RTOI4,3/4/2019 5:10,3.92,Dry
RTOI4,3/4/2019 5:20,3.74,Dry
RTOI4,3/4/2019 5:30,3.74,Dry
RTOI4,3/4/2019 5:40,3.56,Dry
RTOI4,3/4/2019 5:50,3.38,Dry
RTOI4,3/4/2019 6:00,3.2,Dry
RTOI4,3/4/2019 6:10,2.84,Dry
RTOI4,3/4/2019 6:20,2.84,Dry
RTOI4,3/4/2019 6:30,2.66,Dry
RTOI4,3/4/2019 6:40,2.48,Dry
RTOI4,3/4/2019 6:50,2.3,Dry
RTOI4,3/4/2019 7:00,2.3,Dry
RTOI4,3/4/2019 7:10,2.12,Dry
RTOI4,3/4/2019 7:20,1.94,Dry
RTOI4,3/4/2019 7:30,1.76,Dry
RTOI4,3/4/2019 7:40,1.76,Dry
RTOI4,3/4/2019 7:50,1.76,Dry
RTOI4,3/4/2019 8:00,1.4,Dry
RTOI4,3/4/2019 8:10,1.4,Dry
RTOI4,3/4/2019 8:20,1.22,Dry
RTOI4,3/4/2019 8:30,1.22,Dry
RTOI4,3/4/2019 8:40,1.04,Dry
RTOI4,3/4/2019 8:50,0.86,Dry
RTOI4,3/4/2019 9:00,0.86,Dry
RTOI4,3/4/2019 9:10,0.86,Dry
RTOI4,3/4/2019 9:20,0.86,Dry
RTOI4,3/4/2019 9:30,0.86,Dry
RTOI4,3/4/2019 9:50,0.68,Dry
RTOI4,3/4/2019 10:30,0.32,Dry
RTOI4,3/4/2019 12:00,-0.4,Dry
RTOI4,3/4/2019 12:40,-0.76,Dry
RTOI4,3/4/2019 13:00,-8.68,Ice Watch
RTOI4,3/4/2019 13:00,-0.58,Dry
RTOI4,3/4/2019 13:10,-0.22,Dry
RTOI4,3/4/2019 13:30,0.86,Dry
RTOI4,3/4/2019 13:40,1.94,Dry
RTOI4,3/4/2019 13:50,3.02,Dry
RTOI4,3/4/2019 14:00,4.28,Dry
RTOI4,3/4/2019 14:10,5.54,Dry
RTOI4,3/4/2019 14:20,6.8,Dry
RTOI4,3/4/2019 15:00,12.56,Dry
RTOI4,3/4/2019 16:40,26.6,Dry
RTOI4,3/4/2019 23:50,19.58,Dry
RTOI4,3/5/2019 0:30,15.62,Dry
RTOI4,3/5/2019 1:10,13.64,Dry
RTOI4,3/5/2019 1:30,12.92,Dry
RTOI4,3/5/2019 1:40,12.56,Dry
RTOI4,3/5/2019 1:50,12.38,Dry
RTOI4,3/5/2019 2:00,12.02,Dry
RTOI4,3/5/2019 2:10,11.84,Dry
RTOI4,3/5/2019 2:30,11.48,Dry
RTOI4,3/5/2019 2:50,11.12,Dry
RTOI4,3/5/2019 3:00,10.94,Dry
RTOI4,3/5/2019 3:20,10.58,Dry
RTOI4,3/5/2019 4:00,10.04,Dry
RTOI4,3/5/2019 4:30,9.68,Dry
RTOI4,3/5/2019 5:00,9.5,Dry
RTOI4,3/5/2019 7:00,9.32,Dry
RTOI4,3/5/2019 8:40,8.96,Dry
RTOI4,3/5/2019 9:00,8.6,Dry
RTOI4,3/5/2019 9:10,8.96,Dry
RTOI4,3/5/2019 10:00,9.86,Dry
RTOI4,3/5/2019 10:20,8.96,Dry
RTOI4,3/5/2019 11:10,8.06,Dry
RTOI4,3/5/2019 11:40,7.34,Dry
RTOI4,3/5/2019 11:50,7.34,Dry
RTOI4,3/5/2019 12:00,7.34,Dry
RTOI4,3/5/2019 12:10,7.34,Dry
RTOI4,3/5/2019 12:20,7.34,Dry
RTOI4,3/5/2019 12:30,8.06,Dry
RTOI4,3/5/2019 12:40,8.06,Dry
RTOI4,3/5/2019 12:50,7.34,Dry
RTOI4,3/5/2019 13:00,7.34,Dry
RTOI4,3/5/2019 13:10,7.7,Dry
RTOI4,3/5/2019 13:30,8.96,Dry
RTOI4,3/5/2019 13:50,10.94,Dry
RTOI4,3/5/2019 14:00,12.02,Dry
RTOI4,3/5/2019 14:10,13.28,Dry
RTOI4,3/5/2019 14:40,17.6,Dry
RTOI4,3/5/2019 20:50,44.78,Dry
RTOI4,3/6/2019 1:00,19.76,Dry
RTOI4,3/6/2019 1:50,17.96,Dry
RTOI4,3/6/2019 2:00,17.6,Dry
RTOI4,3/6/2019 2:20,17.06,Dry
RTOI4,3/6/2019 3:00,15.98,Dry
RTOI4,3/6/2019 3:10,15.8,Dry
RTOI4,3/6/2019 3:50,14.9,Dry
RTOI4,3/6/2019 4:00,14.9,Dry
RTOI4,3/6/2019 5:00,13.64,Dry
RTOI4,3/6/2019 5:10,13.46,Dry
RTOI4,3/6/2019 5:20,13.28,Dry
RTOI4,3/6/2019 5:30,13.28,Dry
RTOI4,3/6/2019 5:40,13.1,Dry
RTOI4,3/6/2019 5:50,12.92,Dry
RTOI4,3/6/2019 6:00,12.92,Dry
RTOI4,3/6/2019 6:10,12.74,Dry
RTOI4,3/6/2019 6:20,12.56,Dry
RTOI4,3/6/2019 6:30,12.38,Dry
RTOI4,3/6/2019 7:00,12.02,Dry
RTOI4,3/6/2019 7:10,12.02,Dry
RTOI4,3/6/2019 7:20,11.84,Dry
RTOI4,3/6/2019 8:30,11.12,Dry
RTOI4,3/6/2019 8:40,11.12,Dry
RTOI4,3/6/2019 8:50,10.94,Dry
RTOI4,3/6/2019 9:00,10.94,Dry
RTOI4,3/6/2019 9:20,10.58,Dry
RTOI4,3/6/2019 9:30,10.4,Dry
RTOI4,3/6/2019 11:10,9.14,Dry
RTOI4,3/6/2019 11:30,8.78,Dry
RTOI4,3/6/2019 11:40,8.78,Dry
RTOI4,3/6/2019 11:50,8.78,Dry
RTOI4,3/6/2019 12:30,8.42,Dry
RTOI4,3/6/2019 12:50,8.42,Dry
RTOI4,3/6/2019 13:30,10.58,Dry
RTOI4,3/6/2019 13:50,12.92,Dry
RTOI4,3/6/2019 14:10,15.8,Dry
RTOI4,3/6/2019 14:50,22.28,Dry
RTOI4,3/6/2019 19:20,58.64,Dry
RTOI4,3/6/2019 19:50,59.18,Dry
RTOI4,3/6/2019 20:10,58.64,Dry
RTOI4,3/7/2019 4:10,26.6,Dry
RTOI4,3/7/2019 9:10,22.64,Dry
RTOI4,3/7/2019 9:20,22.64,Dry
RTOI4,3/7/2019 10:20,22.28,Dry
RTOI4,3/7/2019 10:30,22.1,Dry
RTOI4,3/7/2019 13:10,22.28,Dry
RTOI4,3/7/2019 14:00,22.46,Dry
RTOI4,3/7/2019 15:30,23,Ice Warning
RTOI4,3/7/2019 16:10,26.06,Ice Warning
RTOI4,3/7/2019 16:20,26.6,Ice Warning
RTOI4,3/7/2019 16:30,27.14,Ice Warning
RTOI4,3/7/2019 16:40,27.14,Ice Warning
RTOI4,3/7/2019 17:30,28.58,Chemically Wet
RTOI4,3/7/2019 17:40,28.58,Chemically Wet
RTOI4,3/7/2019 18:30,30.02,Chemically Wet
RTOI4,3/8/2019 1:20,26.6,Ice Warning
RTOI4,3/8/2019 6:40,25.7,Ice Watch
RTOI4,3/8/2019 15:30,37.22,Wet
RTOI4,3/8/2019 15:53,39.38,Dry
RTOI4,3/8/2019 18:30,62.6,Dry
RTOI4,3/8/2019 18:50,62.78,Dry
RTOI4,3/9/2019 2:20,37.58,Trace Moisture
RTOI4,3/9/2019 3:10,37.04,Trace Moisture
RTOI4,3/9/2019 4:10,36.32,Trace Moisture
RTOI4,3/9/2019 4:20,36.32,Trace Moisture
RTOI4,3/9/2019 4:30,36.32,Trace Moisture
RTOI4,3/9/2019 4:40,36.32,Trace Moisture
RTOI4,3/9/2019 5:20,35.96,Trace Moisture
RTOI4,3/9/2019 5:40,35.6,Trace Moisture
RTOI4,3/9/2019 5:50,35.6,Trace Moisture
RTOI4,3/9/2019 9:10,34.34,Trace Moisture
RTOI4,3/9/2019 9:20,34.34,Trace Moisture
RTOI4,3/9/2019 9:30,34.34,Trace Moisture
RTOI4,3/9/2019 13:30,33.98,Wet
RTOI4,3/9/2019 14:10,34.34,Wet
RTOI4,3/9/2019 15:00,35.78,Wet
RTOI4,3/9/2019 15:10,35.6,Wet
RTOI4,3/9/2019 15:40,35.96,Wet
RTOI4,3/9/2019 16:00,35.96,Wet
RTOI4,3/9/2019 16:10,35.6,Wet
RTOI4,3/9/2019 16:20,35.6,Wet
RTOI4,3/9/2019 17:20,36.5,Wet
RTOI4,3/9/2019 17:40,36.32,Wet
RTOI4,3/9/2019 17:50,36.5,Wet
RTOI4,3/9/2019 18:00,36.86,Wet
RTOI4,3/9/2019 19:00,37.58,Wet
RTOI4,3/9/2019 19:20,37.58,Wet
RTOI4,3/9/2019 19:40,37.58,Wet
RTOI4,3/9/2019 20:10,37.04,Wet
RTOI4,3/9/2019 20:20,36.5,Wet
RTOI4,3/9/2019 21:10,35.24,Wet
RTOI4,3/9/2019 22:00,37.22,Wet
RTOI4,3/9/2019 22:30,37.22,Wet
RTOI4,3/10/2019 0:00,34.34,Wet
RTOI4,3/10/2019 1:10,33.8,Wet
RTOI4,3/10/2019 3:40,33.26,Wet
RTOI4,3/10/2019 3:50,33.08,Wet
RTOI4,3/10/2019 6:00,32.9,Wet
RTOI4,3/10/2019 9:47,29.3,Ice Watch
RTOI4,3/10/2019 13:10,24.44,Ice Watch
RTOI4,3/10/2019 17:50,59.18,Dry
RTOI4,3/10/2019 18:30,62.78,Dry
RTOI4,3/10/2019 19:20,64.58,Dry
RTOI4,3/10/2019 20:00,63.86,Dry
RTOI4,3/10/2019 20:40,62.96,Dry
RTOI4,3/10/2019 21:40,59.36,Dry
RTOI4,3/11/2019 6:10,29.66,Dry
RTOI4,3/11/2019 9:40,27.14,Ice Watch
RTOI4,3/11/2019 17:00,62.78,Dry
RTOI4,3/11/2019 17:30,65.66,Dry
RTOI4,3/11/2019 19:30,73.04,Dry
RTOI4,3/11/2019 19:40,73.04,Dry
RTOI4,3/11/2019 20:00,73.22,Dry
RTOI4,3/11/2019 20:10,73.4,Dry
RTOI4,3/11/2019 20:40,72.14,Dry
RTOI4,3/11/2019 21:30,68,Dry
RTOI4,3/12/2019 5:20,32.54,Trace Moisture
RTOI4,3/12/2019 6:30,31.1,Ice Watch
RTOI4,3/12/2019 8:30,30.92,Ice Watch
RTOI4,3/12/2019 11:20,33.26,Wet
RTOI4,3/12/2019 12:10,34.34,Wet
RTOI4,3/12/2019 12:20,34.34,Wet
RTOI4,3/12/2019 17:30,48.74,Wet
RTOI4,3/12/2019 18:30,43.52,Wet
RTOI4,3/12/2019 21:00,48.2,Wet
RTOI4,3/12/2019 21:50,45.68,Trace Moisture
RTOI4,3/12/2019 22:10,44.78,Trace Moisture
RTOI4,3/12/2019 22:20,44.78,Trace Moisture
RTOI4,3/12/2019 22:50,43.88,Trace Moisture
RTOI4,3/12/2019 23:00,43.52,Trace Moisture
RTOI4,3/12/2019 23:20,43.16,Trace Moisture
RTOI4,3/12/2019 23:40,42.8,Trace Moisture
RTOI4,3/13/2019 1:10,42.26,Trace Moisture
RTOI4,3/13/2019 1:50,42.26,Trace Moisture
RTOI4,3/13/2019 3:20,41.36,Trace Moisture
RTOI4,3/13/2019 11:00,41.9,Trace Moisture
RTOI4,3/13/2019 11:40,42.26,Trace Moisture
RTOI4,3/13/2019 13:00,43.16,Trace Moisture
RTOI4,3/13/2019 13:10,43.52,Trace Moisture
RTOI4,3/13/2019 14:20,44.6,Trace Moisture
RTOI4,3/13/2019 14:30,44.6,Trace Moisture
RTOI4,3/13/2019 14:40,44.96,Trace Moisture
RTOI4,3/13/2019 15:00,45.68,Trace Moisture
RTOI4,3/13/2019 15:40,46.22,Trace Moisture
RTOI4,3/13/2019 15:50,45.86,Trace Moisture
RTOI4,3/13/2019 18:10,48.2,Trace Moisture
RTOI4,3/13/2019 19:00,48.2,Trace Moisture
RTOI4,3/13/2019 19:10,48.2,Trace Moisture
RTOI4,3/13/2019 19:30,49.46,Trace Moisture
RTOI4,3/13/2019 19:40,49.46,Trace Moisture
RTOI4,3/13/2019 20:10,49.64,Trace Moisture
RTOI4,3/13/2019 20:30,50.9,Trace Moisture
RTOI4,3/13/2019 20:40,52.16,Trace Moisture
RTOI4,3/13/2019 21:00,52.34,Trace Moisture
RTOI4,3/13/2019 21:30,55.22,Trace Moisture
RTOI4,3/13/2019 22:00,56.48,Trace Moisture
RTOI4,3/13/2019 22:10,56.12,Trace Moisture
RTOI4,3/13/2019 22:20,56.3,Trace Moisture
RTOI4,3/13/2019 22:30,55.58,Trace Moisture
RTOI4,3/13/2019 22:50,54.86,Trace Moisture
RTOI4,3/13/2019 23:20,54.86,Trace Moisture
RTOI4,3/14/2019 0:42,48.38,Wet
RTOI4,3/14/2019 1:30,48.2,Wet
RTOI4,3/14/2019 1:50,48.2,Wet
RTOI4,3/14/2019 2:10,48.2,Wet
RTOI4,3/14/2019 2:40,46.58,Wet
RTOI4,3/14/2019 3:00,46.22,Wet
RTOI4,3/14/2019 5:50,45.5,Wet
RTOI4,3/14/2019 6:00,45.5,Wet
RTOI4,3/14/2019 7:20,44.42,Wet
RTOI4,3/14/2019 8:30,45.5,Wet
RTOI4,3/14/2019 9:10,45.32,Wet
RTOI4,3/14/2019 9:20,45.32,Wet
RTOI4,3/14/2019 9:30,45.32,Wet
RTOI4,3/14/2019 11:00,45.32,Wet
RTOI4,3/14/2019 11:20,45.32,Wet
RTOI4,3/14/2019 11:30,45.68,Wet
RTOI4,3/14/2019 13:10,44.96,Trace Moisture
RTOI4,3/14/2019 13:20,44.96,Trace Moisture
RTOI4,3/14/2019 13:30,44.78,Trace Moisture
RTOI4,3/14/2019 14:00,43.16,Trace Moisture
RTOI4,3/14/2019 14:40,43.16,Trace Moisture
RTOI4,3/14/2019 15:50,41.36,Wet
RTOI4,3/14/2019 16:50,41.36,Wet
RTOI4,3/14/2019 18:00,45.5,Wet
RTOI4,3/14/2019 19:20,46.04,Wet
RTOI4,3/14/2019 20:40,44.96,Trace Moisture
RTOI4,3/14/2019 21:30,42.26,Trace Moisture
RTOI4,3/15/2019 0:20,37.04,Trace Moisture
RTOI4,3/15/2019 1:40,35.96,Trace Moisture
RTOI4,3/15/2019 2:00,35.6,Trace Moisture
RTOI4,3/15/2019 5:30,35.06,Trace Moisture
RTOI4,3/15/2019 6:30,34.52,Trace Moisture
RTOI4,3/15/2019 7:30,34.16,Trace Moisture
RTOI4,3/15/2019 10:00,32.54,Dry
RTOI4,3/15/2019 12:50,28.58,Ice Watch
RTOI4,3/15/2019 17:40,63.86,Dry
RTOI4,3/15/2019 18:20,67.82,Dry
RTOI4,3/16/2019 11:40,24.44,Ice Watch
RTOI4,3/16/2019 13:30,30.02,Ice Watch
RTOI4,3/16/2019 13:50,32.54,Trace Moisture
RTOI4,3/16/2019 18:00,67.64,Dry
RTOI4,3/16/2019 21:40,70.52,Dry
RTOI4,3/16/2019 22:00,67.82,Dry
RTOI4,3/17/2019 5:00,38.48,Trace Moisture
RTOI4,3/17/2019 7:00,35.96,Trace Moisture
RTOI4,3/17/2019 7:10,35.06,Trace Moisture
RTOI4,3/17/2019 13:30,32.54,Wet
RTOI4,3/17/2019 13:50,34.16,Wet
RTOI4,3/17/2019 14:10,35.24,Wet
RTOI4,3/17/2019 17:10,59.18,Dry
RTOI4,3/17/2019 18:20,63.86,Dry
RTOI4,3/17/2019 20:20,73.04,Dry
RTOI4,3/17/2019 22:00,67.82,Dry
RTOI4,3/18/2019 17:30,69.62,Dry
RTOI4,3/19/2019 18:40,65.12,Dry
RTOI4,3/19/2019 23:30,50.9,Dry
RTOI4,3/19/2019 23:40,49.46,Trace Moisture
RTOI4,3/20/2019 1:10,45.86,Trace Moisture
RTOI4,3/20/2019 1:30,45.32,Trace Moisture
RTOI4,3/20/2019 1:50,44.96,Trace Moisture
RTOI4,3/20/2019 2:00,44.78,Trace Moisture
RTOI4,3/20/2019 2:10,44.78,Trace Moisture
RTOI4,3/20/2019 3:40,43.52,Trace Moisture
RTOI4,3/20/2019 4:10,42.98,Trace Moisture
RTOI4,3/20/2019 10:10,38.66,Trace Moisture
RTOI4,3/20/2019 13:00,37.76,Trace Moisture
RTOI4,3/20/2019 18:00,62.96,Dry
RTOI4,3/20/2019 21:50,67.64,Dry
RTOI4,3/20/2019 22:10,67.82,Dry
RTOI4,3/20/2019 22:30,62.96,Dry
RTOI4,3/20/2019 22:50,59.18,Dry
RTOI4,3/21/2019 0:30,50.9,Dry
RTOI4,3/21/2019 6:30,38.12,Trace Moisture
RTOI4,3/21/2019 9:30,35.6,Trace Moisture
RTOI4,3/21/2019 10:10,34.16,Trace Moisture
RTOI4,3/21/2019 11:20,32.54,Trace Moisture
RTOI4,3/21/2019 13:00,33.26,Wet
RTOI4,3/21/2019 13:10,34.16,Wet
RTOI4,3/21/2019 13:20,35.42,Wet
RTOI4,3/21/2019 17:10,70.52,Dry
RTOI4,3/21/2019 18:50,81.32,Dry
RTOI4,3/21/2019 19:20,82.76,Dry
RTOI4,3/21/2019 20:20,82.4,Dry
RTOI4,3/21/2019 20:40,82.58,Dry
RTOI4,3/22/2019 1:30,50.9,Dry
RTOI4,3/22/2019 8:30,37.4,Trace Moisture
RTOI4,3/22/2019 10:00,35.06,Trace Moisture
RTOI4,3/22/2019 10:30,34.16,Trace Moisture
RTOI4,3/22/2019 13:00,34.16,Trace Moisture
RTOI4,3/22/2019 13:10,35.06,Trace Moisture
RTOI4,3/22/2019 13:30,37.4,Trace Moisture
RTOI4,3/22/2019 17:40,78.26,Dry
RTOI4,3/22/2019 19:40,85.64,Dry
RTOI4,3/22/2019 19:50,86.72,Dry
RTOI4,3/22/2019 20:00,86.36,Dry
RTOI4,3/22/2019 20:10,86.72,Dry
RTOI4,3/22/2019 23:50,63.86,Dry
RTOI4,3/23/2019 2:00,50.9,Dry
RTOI4,3/23/2019 17:20,64.94,Dry
RTOI4,3/23/2019 18:10,62.96,Dry
RTOI4,3/23/2019 19:50,65.12,Dry
RTOI4,3/23/2019 21:30,59.36,Dry
RTOI4,3/24/2019 1:50,50,Wet
RTOI4,3/24/2019 5:00,45.68,Wet
RTOI4,3/24/2019 5:10,45.68,Wet
RTOI4,3/24/2019 5:20,45.68,Wet
RTOI4,3/24/2019 5:30,45.5,Wet
RTOI4,3/24/2019 5:40,45.5,Wet
RTOI4,3/24/2019 5:50,45.32,Wet
RTOI4,3/24/2019 6:00,45.32,Wet
RTOI4,3/24/2019 6:10,45.32,Wet
RTOI4,3/24/2019 8:20,45.14,Wet
RTOI4,3/24/2019 9:10,44.78,Wet
RTOI4,3/24/2019 9:20,44.78,Wet
RTOI4,3/24/2019 9:30,44.78,Wet
RTOI4,3/24/2019 9:40,44.78,Wet
RTOI4,3/24/2019 9:50,44.78,Wet
RTOI4,3/24/2019 10:40,44.78,Wet
RTOI4,3/24/2019 12:30,44.6,Wet
RTOI4,3/24/2019 12:40,44.6,Wet
RTOI4,3/24/2019 12:50,44.78,Wet
RTOI4,3/24/2019 14:00,45.5,Wet
RTOI4,3/24/2019 14:20,45.68,Wet
RTOI4,3/24/2019 14:30,45.86,Wet
RTOI4,3/24/2019 15:00,46.4,Wet
RTOI4,3/24/2019 16:40,48.2,Wet
RTOI4,3/24/2019 17:20,51.08,Wet
RTOI4,3/24/2019 18:00,56.48,Wet
RTOI4,3/25/2019 2:30,46.76,Trace Moisture
RTOI4,3/25/2019 4:20,45.86,Trace Moisture
RTOI4,3/25/2019 4:30,45.86,Trace Moisture
RTOI4,3/25/2019 4:40,45.68,Trace Moisture
RTOI4,3/25/2019 4:50,45.5,Trace Moisture
RTOI4,3/25/2019 5:00,45.32,Trace Moisture
RTOI4,3/25/2019 5:30,45.14,Trace Moisture
RTOI4,3/25/2019 5:40,44.96,Trace Moisture
RTOI4,3/25/2019 5:50,44.96,Trace Moisture
RTOI4,3/25/2019 6:00,44.78,Trace Moisture
RTOI4,3/25/2019 6:40,44.24,Trace Moisture
RTOI4,3/25/2019 7:10,43.88,Trace Moisture
RTOI4,3/25/2019 7:30,43.52,Trace Moisture
RTOI4,3/25/2019 7:50,43.34,Trace Moisture
RTOI4,3/25/2019 17:20,65.12,Dry
RTOI4,3/25/2019 17:40,64.94,Dry
RTOI4,3/25/2019 18:10,69.26,Dry
RTOI4,3/25/2019 23:00,58.64,Dry
RTOI4,3/26/2019 1:00,50.9,Dry
RTOI4,3/26/2019 9:30,35.6,Trace Moisture
RTOI4,3/26/2019 10:10,35.06,Trace Moisture
RTOI4,3/26/2019 11:00,34.88,Trace Moisture
RTOI4,3/26/2019 11:20,34.7,Trace Moisture
RTOI4,3/26/2019 11:40,34.7,Trace Moisture
RTOI4,3/26/2019 19:10,86.36,Dry
RTOI4,3/26/2019 19:20,84.02,Dry
RTOI4,3/27/2019 3:20,52.16,Dry
RTOI4,3/27/2019 3:50,50.9,Dry
RTOI4,3/27/2019 10:30,41.54,Dry
RTOI4,3/27/2019 18:30,78.26,Dry
RTOI4,3/27/2019 19:30,85.64,Dry
RTOI4,3/27/2019 20:00,84.56,Dry
RTOI4,3/27/2019 20:40,78.26,Dry
RTOI4,3/27/2019 20:50,78.26,Dry
